,Departure,Arrival,Distance,Flights,Total Distance
1,深圳,北京,2077,222,461094
2,北京,深圳,2077,215,446555
3,哈尔滨,深圳,3034,140,424760
4,成都,上海,1782,232,413424
5,重庆,北京,1640,252,413280
6,深圳,上海,1343,305,409615
7,重庆,上海,1537,261,401157
8,上海,深圳,1343,297,398871
9,昆明,上海,2042,189,385938
10,上海,成都,1782,206,367092
11,北京,昆明,2266,150,339900
12,深圳,哈尔滨,3034,112,339808
13,西安,广州,1528,216,330048
14,上海,西安,1351,243,328293
15,三亚,哈尔滨,3920,80,313600
16,北京,重庆,1640,191,313240
17,乌鲁木齐,北京,2842,110,312620
18,上海,昆明,2042,152,310384
19,哈尔滨,三亚,3920,79,309680
20,西安,上海,1351,227,306677
21,杭州,成都,1699,179,304121
22,重庆,深圳,1290,233,300570
23,成都,杭州,1699,175,297325
24,乌鲁木齐,郑州,2747,106,291182
25,广州,西安,1528,188,287264
26,哈尔滨,上海,1854,154,285516
27,北京,乌鲁木齐,2842,100,284200
28,上海,哈尔滨,1854,152,281808
29,沈阳,三亚,3425,81,277425
30,乌鲁木齐,广州,3836,69,264684
31,贵阳,北京,2039,126,256914
32,乌鲁木齐,杭州,3653,70,255710
33,广州,重庆,1188,215,255420
34,昆明,北京,2266,111,251526
35,重庆,广州,1188,210,249480
36,北京,西安,1034,241,249194
37,广州,上海,1308,189,247212
38,深圳,重庆,1290,191,246390
39,深圳,西安,1635,150,245250
40,北京,贵阳,2039,119,242641
41,上海,乌鲁木齐,3649,66,240834
42,乌鲁木齐,上海,3649,66,240834
43,西安,深圳,1635,147,240345
44,北京,三亚,2710,87,235770
45,海口,北京,2493,94,234342
46,三亚,长春,3700,63,233100
47,深圳,沈阳,2671,87,232377
48,长春,重庆,2463,94,231522
49,重庆,长春,2463,94,231522
50,广州,乌鲁木齐,3836,60,230160
51,长春,三亚,3700,62,229400
52,北京,武汉,1133,202,228866
53,哈尔滨,北京,1010,219,221190
54,昆明,长春,3300,67,221100
55,厦门,西安,1932,114,220248
56,北京,杭州,1200,183,219600
57,西安,北京,1000,219,219000
58,成都,广州,1390,157,218230
59,北京,哈尔滨,1010,216,218160
60,上海,大连,1051,207,217557
61,济南,深圳,1828,119,217532
62,深圳,济南,1828,119,217532
63,深圳,天津,2021,107,216247
64,广州,成都,1390,155,215450
65,深圳,郑州,1465,147,215355
66,昆明,杭州,2089,103,215167
67,北京,广州,1967,109,214403
68,三亚,郑州,2120,100,212000
69,郑州,海口,1873,113,211649
70,郑州,乌鲁木齐,2747,77,211519
71,南京,昆明,1870,113,211310
72,昆明,广州,1357,155,210335
73,天津,深圳,2021,104,210184
74,大连,广州,2285,91,207935
75,长春,昆明,3300,63,207900
76,广州,北京,1967,105,206535
77,武汉,北京,1133,182,206206
78,海口,郑州,1873,110,206030
79,西安,厦门,1932,106,204792
80,昆明,南京,1870,109,203830
81,广州,沈阳,2672,76,203072
82,沈阳,广州,2672,76,203072
83,郑州,三亚,2120,94,199280
84,上海,重庆,1537,129,198273
85,三亚,北京,2710,73,197830
86,大连,上海,1051,187,196537
87,哈尔滨,广州,3119,63,196497
88,成都,乌鲁木齐,2258,87,196446
89,沈阳,深圳,2671,73,194983
90,昆明,厦门,1680,116,194880
91,杭州,乌鲁木齐,3653,53,193609
92,郑州,深圳,1465,132,193380
93,杭州,北京,1200,160,192000
94,乌鲁木齐,成都,2258,84,189672
95,南京,广州,1255,151,189505
96,天津,广州,1910,99,189090
97,上海,三亚,2050,92,188600
98,西安,乌鲁木齐,2306,81,186786
99,郑州,广州,1389,134,186126
100,杭州,昆明,2089,89,185921
101,广州,昆明,1357,137,185909
102,成都,深圳,1446,127,183642
103,上海,长春,1698,108,183384
104,上海,广州,1308,140,183120
105,北京,厦门,1774,103,182722
106,三亚,上海,2050,89,182450
107,深圳,成都,1446,126,182196
108,北京,海口,2493,73,181989
109,长春,深圳,2983,61,181963
110,昆明,青岛,2373,76,180348
111,厦门,昆明,1680,105,176400
112,郑州,昆明,1570,112,175840
113,青岛,昆明,2373,74,175602
114,海口,天津,2370,74,175380
115,杭州,广州,1099,159,174741
116,长春,上海,1698,102,173196
117,北京,成都,1697,102,173094
118,上海,厦门,878,196,172088
119,广州,南京,1255,137,171935
120,广州,天津,1910,90,171900
121,上海,沈阳,1364,126,171864
122,沈阳,上海,1364,126,171864
123,广州,大连,2285,75,171375
124,昆明,郑州,1570,109,171130
125,成都,昆明,744,228,169632
126,成都,沈阳,2346,72,168912
127,乌鲁木齐,三亚,3989,42,167538
128,成都,拉萨,1334,125,166750
129,乌鲁木齐,济南,3206,52,166712
130,沈阳,成都,2346,71,166566
131,成都,哈尔滨,2710,61,165310
132,厦门,上海,878,187,164186
133,广州,郑州,1389,117,162513
134,昆明,沈阳,2935,55,161425
135,沈阳,厦门,2242,72,161424
136,厦门,沈阳,2242,72,161424
137,三亚,沈阳,3425,47,160975
138,广州,青岛,1867,86,160562
139,上海,海口,1762,91,160342
140,海口,上海,1762,90,158580
141,广州,杭州,1099,144,158256
142,昆明,深圳,1245,126,156870
143,青岛,广州,1867,84,156828
144,海口,哈尔滨,3720,42,156240
145,成都,北京,1697,92,156124
146,青岛,深圳,2049,76,155724
147,深圳,青岛,2049,76,155724
148,贵阳,沈阳,2470,63,155610
149,沈阳,贵阳,2470,63,155610
150,沈阳,昆明,2935,53,155555
151,北京,上海,1178,132,155496
152,上海,天津,1133,137,155221
153,天津,上海,1133,136,154088
154,昆明,成都,744,206,153264
155,广州,哈尔滨,3119,49,152831
156,南京,深圳,1526,100,152600
157,深圳,南京,1526,98,149548
158,拉萨,成都,1334,112,149408
159,天津,海口,2370,63,149310
160,哈尔滨,成都,2710,55,149050
161,北京,拉萨,3004,49,147196
162,昆明,哈尔滨,3494,42,146748
163,广州,长春,2971,49,145579
164,昆明,福州,1959,74,144966
165,三亚,西安,2067,70,144690
166,海口,沈阳,3142,46,144532
167,沈阳,海口,3142,46,144532
168,深圳,杭州,1179,122,143838
169,兰州,广州,2078,69,143382
170,成都,厦门,1911,75,143325
171,厦门,成都,1911,75,143325
172,南京,乌鲁木齐,3412,42,143304
173,乌鲁木齐,南京,3412,42,143304
174,深圳,昆明,1245,115,143175
175,郑州,上海,887,161,142807
176,重庆,大连,2008,71,142568
177,上海,北京,1178,121,142538
178,北京,兰州,1356,105,142380
179,杭州,贵阳,1538,92,141496
180,海口,乌鲁木齐,4400,32,140800
181,青岛,上海,693,200,138600
182,上海,青岛,693,200,138600
183,长春,广州,2971,46,136666
184,厦门,北京,1774,77,136598
185,重庆,杭州,1500,91,136500
186,乌鲁木齐,海口,4400,31,136400
187,贵阳,上海,1702,80,136160
188,长沙,北京,1446,93,134478
189,贵阳,南京,1550,86,133300
190,北京,福州,1681,79,132799
191,杭州,重庆,1500,88,132000
192,乌鲁木齐,兰州,1758,75,131850
193,深圳,长春,2983,44,131252
194,厦门,重庆,1516,86,130376
195,长春,海口,3420,38,129960
196,南京,贵阳,1550,83,128650
197,昆明,天津,2210,58,128180
198,西安,三亚,2067,62,128154
199,杭州,深圳,1179,108,127332
200,大连,厦门,1929,66,127314
201,无锡,深圳,1368,93,127224
202,济南,成都,1419,89,126291
203,南宁,上海,1750,72,126000
204,上海,南宁,1750,72,126000
205,北京,珠海,2098,60,125880
206,珠海,北京,2098,60,125880
207,银川,广州,2088,60,125280
208,济南,乌鲁木齐,3206,39,125034
209,上海,贵阳,1702,73,124246
210,大连,深圳,2368,52,123136
211,深圳,大连,2368,52,123136
212,济南,重庆,1300,94,122200
213,成都,济南,1419,86,122034
214,银川,北京,1107,110,121770
215,厦门,大连,1929,63,121527
216,重庆,济南,1300,93,120900
217,三亚,天津,2514,48,120672
218,天津,三亚,2514,48,120672
219,拉萨,北京,3004,40,120160
220,上海,郑州,887,135,119745
221,兰州,北京,1356,88,119328
222,武汉,昆明,1364,87,118668
223,广州,太原,1722,68,117096
224,太原,广州,1722,68,117096
225,海口,长春,3420,34,116280
226,海口,西安,1860,62,115320
227,西安,海口,1860,62,115320
228,广州,兰州,2078,55,114290
229,兰州,乌鲁木齐,1758,65,114270
230,长沙,乌鲁木齐,3261,35,114135
231,乌鲁木齐,长沙,3261,35,114135
232,大连,海口,2920,39,113880
233,重庆,厦门,1516,75,113700
234,大连,重庆,2008,56,112448
235,北京,大连,579,194,112326
236,昆明,济南,2080,54,112320
237,福州,乌鲁木齐,3939,28,110292
238,乌鲁木齐,福州,3939,28,110292
239,成都,南京,1618,68,110024
240,上海,兰州,1890,58,109620
241,长沙,哈尔滨,2378,46,109388
242,哈尔滨,长沙,2378,46,109388
243,北京,银川,1107,98,108486
244,昆明,重庆,649,166,107734
245,兰州,上海,1890,57,107730
246,大连,北京,579,184,106536
247,乌鲁木齐,青岛,3420,31,106020
248,重庆,天津,1530,69,105570
249,哈尔滨,青岛,1111,95,105545
250,深圳,无锡,1368,77,105336
251,上海,太原,1238,85,105230
252,郑州,成都,1039,101,104939
253,三亚,济南,2497,42,104874
254,北京,长沙,1446,72,104112
255,沈阳,武汉,1859,56,104104
256,烟台,深圳,2191,47,102977
257,天津,重庆,1530,67,102510
258,济南,三亚,2497,41,102377
259,太原,深圳,1796,57,102372
260,武汉,上海,761,134,101974
261,重庆,三亚,1517,67,101639
262,杭州,三亚,1950,52,101400
263,天津,昆明,2210,45,99450
264,福州,北京,1681,59,99179
265,南宁,北京,2250,44,99000
266,成都,郑州,1039,95,98705
267,太原,昆明,1762,56,98672
268,贵阳,杭州,1538,64,98432
269,昆明,石家庄,2092,47,98324
270,南宁,郑州,1557,63,98091
271,郑州,南宁,1557,63,98091
272,长春,北京,933,105,97965
273,石家庄,昆明,2092,46,96232
274,昆明,大连,2597,37,96089
275,广州,银川,2088,46,96048
276,青岛,乌鲁木齐,3420,28,95760
277,成都,大连,1989,48,95472
278,海口,太原,2270,42,95340
279,太原,海口,2270,42,95340
280,太原,上海,1238,77,95326
281,重庆,昆明,649,146,94754
282,乌鲁木齐,喀什,1311,72,94392
283,青岛,厦门,1571,60,94260
284,厦门,青岛,1571,60,94260
285,北京,南昌,1398,67,93666
286,海口,大连,2920,32,93440
287,南京,三亚,2030,46,93380
288,三亚,南京,2030,46,93380
289,北京,长春,933,100,93300
290,厦门,乌鲁木齐,4238,22,93236
291,南京,西安,1104,84,92736
292,温州,北京,1596,58,92568
293,重庆,宁波,1556,59,91804
294,喀什,乌鲁木齐,1311,70,91770
295,长沙,上海,964,95,91580
296,济南,厦门,1400,65,91000
297,北京,桂林,1887,48,90576
298,温州,重庆,1505,60,90300
299,郑州,重庆,980,92,90160
300,广州,无锡,1365,66,90090
301,无锡,广州,1365,66,90090
302,青岛,哈尔滨,1111,81,89991
303,昆明,太原,1762,51,89862
304,上海,武汉,761,118,89798
305,哈尔滨,南宁,3196,28,89488
306,南宁,哈尔滨,3196,28,89488
307,长沙,昆明,1116,80,89280
308,乌鲁木齐,厦门,4238,21,88998
309,海口,济南,2272,39,88608
310,济南,哈尔滨,1425,62,88350
311,成都,宁波,1803,49,88347
312,深圳,太原,1796,49,88004
313,北京,南宁,2250,39,87750
314,石家庄,厦门,1786,49,87514
315,厦门,石家庄,1786,49,87514
316,桂林,北京,1887,46,86802
317,武汉,三亚,1700,51,86700
318,济南,海口,2272,38,86336
319,重庆,郑州,980,88,86240
320,哈尔滨,南京,1756,49,86044
321,南京,哈尔滨,1756,49,86044
322,呼和浩特,深圳,2206,39,86034
323,深圳,呼和浩特,2206,39,86034
324,西宁,上海,2047,42,85974
325,昆明,长沙,1116,77,85932
326,昆明,武汉,1364,63,85932
327,石家庄,广州,1822,47,85634
328,温州,广州,1015,84,85260
329,海口,青岛,2435,35,85225
330,青岛,海口,2435,35,85225
331,重庆,沈阳,2129,40,85160
332,沈阳,重庆,2129,40,85160
333,西安,杭州,1215,70,85050
334,上海,长沙,964,88,84832
335,南京,沈阳,1630,52,84760
336,沈阳,南京,1630,52,84760
337,武汉,广州,873,97,84681
338,长沙,成都,940,90,84600
339,成都,长沙,940,90,84600
340,乌鲁木齐,和田,1341,63,84483
341,西安,南宁,1832,46,84272
342,拉萨,重庆,1585,53,84005
343,大连,成都,1989,42,83538
344,青岛,贵阳,1981,42,83202
345,南京,拉萨,3959,21,83139
346,乌鲁木齐,重庆,2679,31,83049
347,福州,贵阳,1450,57,82650
348,长沙,三亚,1398,59,82482
349,南昌,北京,1398,59,82482
350,三亚,长沙,1398,59,82482
351,重庆,拉萨,1585,52,82420
352,海口,石家庄,2349,35,82215
353,石家庄,海口,2349,35,82215
354,成都,三亚,1677,49,82173
355,三亚,成都,1677,49,82173
356,成都,西安,647,127,82169
357,南宁,济南,2000,41,82000
358,深圳,乌鲁木齐,3900,21,81900
359,乌鲁木齐,深圳,3900,21,81900
360,海口,长沙,1100,74,81400
361,南京,成都,1618,50,80900
362,珠海,重庆,1235,65,80275
363,三亚,乌鲁木齐,3989,20,79780
364,重庆,哈尔滨,2650,30,79500
365,哈尔滨,重庆,2650,30,79500
366,海口,广州,548,145,79460
367,福州,太原,1721,46,79166
368,太原,福州,1721,46,79166
369,乌鲁木齐,阿克苏,857,92,78844
370,广州,武汉,873,90,78570
371,长沙,海口,1100,71,78100
372,和田,乌鲁木齐,1341,58,77778
373,宁波,成都,1803,43,77529
374,西安,南京,1104,70,77280
375,丽江,深圳,1605,48,77040
376,青岛,珠海,2200,35,77000
377,珠海,青岛,2200,35,77000
378,上海,烟台,846,91,76986
379,丽江,上海,2402,32,76864
380,上海,丽江,2402,32,76864
381,温州,西安,1601,48,76848
382,西安,温州,1601,48,76848
383,深圳,烟台,2191,35,76685
384,福州,昆明,1959,39,76401
385,济南,长春,1210,63,76230
386,重庆,珠海,1235,61,75335
387,北京,西宁,1780,42,74760
388,天津,南宁,2135,35,74725
389,兰州,杭州,1775,42,74550
390,长春,杭州,2010,37,74370
391,杭州,长春,2010,37,74370
392,三亚,重庆,1517,49,74333
393,呼和浩特,海拉尔,1402,53,74306
394,西安,福州,1515,49,74235
395,呼和浩特,通辽,1090,68,74120
396,通辽,呼和浩特,1090,68,74120
397,三亚,杭州,1950,38,74100
398,珠海,天津,2058,36,74088
399,沈阳,西安,1683,44,74052
400,西安,沈阳,1683,44,74052
401,重庆,海口,1253,59,73927
402,海口,重庆,1253,59,73927
403,海口,杭州,1606,46,73876
404,杭州,海口,1606,46,73876
405,哈尔滨,昆明,3494,21,73374
406,西安,拉萨,1980,37,73260
407,重庆,南宁,858,85,72930
408,贵阳,福州,1450,50,72500
409,西安,成都,647,112,72464
410,广州,海口,548,132,72336
411,南宁,重庆,858,84,72072
412,重庆,烟台,1751,41,71791
413,烟台,重庆,1751,41,71791
414,长沙,天津,1353,53,71709
415,海拉尔,呼和浩特,1402,51,71502
416,厦门,济南,1400,51,71400
417,兰州,三亚,2550,28,71400
418,三亚,兰州,2550,28,71400
419,西双版纳,昆明,450,158,71100
420,长春,南京,1533,46,70518
421,南京,长春,1533,46,70518
422,武汉,海口,1379,51,70329
423,杭州,沈阳,1849,38,70262
424,沈阳,杭州,1849,38,70262
425,济南,南宁,2000,35,70000
426,广州,济南,1664,42,69888
427,济南,广州,1664,42,69888
428,北京,揭阳,1941,36,69876
429,杭州,南宁,1661,42,69762
430,西宁,北京,1780,39,69420
431,温州,昆明,1926,36,69336
432,贵阳,青岛,1981,35,69335
433,厦门,武汉,910,76,69160
434,乌鲁木齐,银川,1725,40,69000
435,银川,乌鲁木齐,1725,40,69000
436,昆明,西双版纳,450,153,68850
437,阿克苏,乌鲁木齐,857,80,68560
438,哈尔滨,厦门,2732,25,68300
439,武汉,厦门,910,75,68250
440,青岛,成都,1705,40,68200
441,南宁,杭州,1661,41,68101
442,天津,珠海,2058,33,67914
443,南宁,西安,1832,37,67784
444,天津,长沙,1353,50,67650
445,南昌,沈阳,1922,35,67270
446,福州,广州,763,88,67144
447,北京,温州,1596,42,67032
448,宁波,重庆,1556,43,66908
449,呼和浩特,加格达奇,2386,28,66808
450,桂林,上海,1389,48,66672
451,长春,济南,1210,55,66550
452,兰州,西安,550,120,66000
453,贵阳,厦门,1268,52,65936
454,杭州,石家庄,1076,61,65636
455,沈阳,郑州,1339,49,65611
456,郑州,沈阳,1339,49,65611
457,无锡,昆明,2108,31,65348
458,贵阳,深圳,926,70,64820
459,深圳,贵阳,926,70,64820
460,济南,昆明,2080,31,64480
461,广州,石家庄,1822,35,63770
462,石家庄,杭州,1076,59,63484
463,嘉峪关,广州,3018,21,63378
464,太原,长春,1364,46,62744
465,杭州,哈尔滨,2091,30,62730
466,赤峰,呼和浩特,639,98,62622
467,呼和浩特,赤峰,639,98,62622
468,烟台,上海,846,74,62604
469,南宁,青岛,2230,28,62440
470,青岛,南宁,2230,28,62440
471,大连,昆明,2597,24,62328
472,贵阳,温州,1480,42,62160
473,杭州,兰州,1775,35,62125
474,广州,义乌,1107,56,61992
475,北京,南京,981,63,61803
476,重庆,乌鲁木齐,2679,23,61617
477,兰州,深圳,2185,28,61180
478,深圳,兰州,2185,28,61180
479,杭州,银川,1746,35,61110
480,银川,杭州,1746,35,61110
481,阿克苏,杭州,4360,14,61040
482,杭州,阿克苏,4360,14,61040
483,深圳,丽江,1605,38,60990
484,合肥,深圳,1191,51,60741
485,海口,武汉,1379,44,60676
486,哈尔滨,杭州,2091,29,60639
487,厦门,哈尔滨,2732,22,60104
488,丽江,广州,1717,35,60095
489,哈尔滨,郑州,1662,36,59832
490,郑州,哈尔滨,1662,36,59832
491,上海,桂林,1389,43,59727
492,福州,济南,1298,46,59708
493,福州,南宁,1455,41,59655
494,昆明,西安,1268,47,59596
495,西安,昆明,1268,47,59596
496,厦门,贵阳,1268,47,59596
497,杭州,西安,1215,49,59535
498,武汉,沈阳,1859,32,59488
499,丽江,南京,2200,27,59400
500,南京,丽江,2200,27,59400
501,南京,伊宁,4200,14,58800
502,伊宁,南京,4200,14,58800
503,青岛,北京,646,91,58786
504,上海,揭阳,1046,56,58576
505,杭州,大连,1171,50,58550
506,成都,合肥,1392,42,58464
507,北海,上海,1670,35,58450
508,上海,北海,1670,35,58450
509,哈尔滨,济南,1425,41,58425
510,深圳,合肥,1191,49,58359
511,西安,兰州,550,106,58300
512,兰州,济南,1573,37,58201
513,海口,兰州,2410,24,57840
514,兰州,海口,2410,24,57840
515,西安,西宁,721,80,57680
516,珠海,沈阳,2733,21,57393
517,上海,西宁,2047,28,57316
518,上海,银川,2047,28,57316
519,银川,上海,2047,28,57316
520,长春,太原,1364,42,57288
521,银川,西安,560,102,57120
522,上海,湛江,1779,32,56928
523,湛江,上海,1779,32,56928
524,丽江,北京,2574,22,56628
525,西双版纳,郑州,2020,28,56560
526,郑州,西双版纳,2020,28,56560
527,成都,武汉,1047,54,56538
528,武汉,成都,1047,54,56538
529,郑州,厦门,1312,43,56416
530,成都,青岛,1705,33,56265
531,深圳,威海,2000,28,56000
532,威海,深圳,2000,28,56000
533,南京,北京,981,57,55917
534,济南,福州,1298,43,55814
535,海口,南京,1990,28,55720
536,南京,海口,1990,28,55720
537,福州,大连,1687,33,55671
538,上海,珠海,1497,37,55389
539,珠海,上海,1497,37,55389
540,乌鲁木齐,西安,2306,24,55344
541,重庆,太原,1129,49,55321
542,太原,重庆,1129,49,55321
543,武汉,重庆,801,69,55269
544,绵阳,厦门,1973,28,55244
545,合肥,海口,1840,30,55200
546,广州,福州,763,72,54936
547,广州,贵阳,872,63,54936
548,深圳,海口,603,91,54873
549,昆明,无锡,2108,26,54808
550,天津,哈尔滨,1190,46,54740
551,长沙,青岛,1437,38,54606
552,青岛,长沙,1437,38,54606
553,宁波,深圳,1237,44,54428
554,深圳,宁波,1237,44,54428
555,呼和浩特,乌兰浩特,1327,41,54407
556,乌兰浩特,呼和浩特,1327,41,54407
557,广州,合肥,1105,49,54145
558,北京,丽江,2574,21,54054
559,南京,珠海,1544,35,54040
560,珠海,南京,1544,35,54040
561,兰州,厦门,2244,24,53856
562,北京,宁波,1338,40,53520
563,南京,重庆,1305,41,53505
564,昆明,乌鲁木齐,3143,17,53431
565,厦门,广州,567,94,53298
566,福州,西安,1515,35,53025
567,重庆,石家庄,1258,42,52836
568,石家庄,重庆,1258,42,52836
569,三亚,武汉,1700,31,52700
570,长春,成都,2630,20,52600
571,海口,深圳,603,87,52461
572,长沙,厦门,873,60,52380
573,宁波,北京,1338,39,52182
574,桂林,青岛,1860,28,52080
575,青岛,桂林,1860,28,52080
576,哈尔滨,海口,3720,14,52080
577,北京,绵阳,1527,34,51918
578,重庆,揭阳,1568,33,51744
579,西安,哈尔滨,2044,25,51100
580,哈尔滨,武汉,2128,24,51072
581,合肥,广州,1105,46,50830
582,大连,福州,1687,30,50610
583,南京,南宁,1574,32,50368
584,南宁,南京,1574,32,50368
585,大连,杭州,1171,43,50353
586,广州,宁波,1189,42,49938
587,宁波,广州,1189,42,49938
588,北海,北京,2378,21,49938
589,北京,青岛,646,77,49742
590,温州,深圳,1009,49,49441
591,昆明,芒市,470,105,49350
592,银川,无锡,1897,26,49322
593,长沙,太原,1174,42,49308
594,太原,长沙,1174,42,49308
595,哈尔滨,西安,2044,24,49056
596,西宁,西安,721,68,49028
597,长春,郑州,1742,28,48776
598,郑州,长春,1742,28,48776
599,天津,福州,1622,30,48660
600,青岛,西安,1215,40,48600
601,重庆,南京,1305,37,48285
602,广州,丽江,1717,28,48076
603,长沙,拉萨,2179,22,47938
604,郑州,杭州,841,57,47937
605,绵阳,拉萨,2274,21,47754
606,上海,长白山,1987,24,47688
607,呼和浩特,三亚,2803,17,47651
608,成都,珠海,1536,31,47616
609,珠海,成都,1536,31,47616
610,成都,揭阳,1700,28,47600
611,芒市,昆明,470,101,47470
612,上海,石家庄,1130,42,47460
613,石家庄,上海,1130,42,47460
614,乌鲁木齐,贵阳,2789,17,47413
615,鄂尔多斯,上海,1690,28,47320
616,上海,鄂尔多斯,1690,28,47320
617,沈阳,无锡,1350,35,47250
618,厦门,郑州,1312,36,47232
619,乌鲁木齐,昆明,3143,15,47145
620,广州,三亚,747,63,47061
621,武汉,哈尔滨,2128,22,46816
622,武汉,青岛,1017,46,46782
623,天津,武汉,1082,43,46526
624,贵阳,兰州,1327,35,46445
625,兰州,贵阳,1327,35,46445
626,大连,南京,910,51,46410
627,三亚,贵阳,1160,40,46400
628,西安,银川,560,82,45920
629,三亚,石家庄,2550,18,45900
630,青岛,武汉,1017,45,45765
631,拉萨,长沙,2179,21,45759
632,义乌,广州,1107,41,45387
633,大连,武汉,1460,31,45260
634,广州,长白山,3229,14,45206
635,广州,延吉,3227,14,45178
636,延吉,广州,3227,14,45178
637,济南,银川,1367,33,45111
638,银川,济南,1367,33,45111
639,杭州,西双版纳,2500,18,45000
640,三亚,太原,2500,18,45000
641,太原,三亚,2500,18,45000
642,西双版纳,杭州,2500,18,45000
643,三亚,呼和浩特,2803,16,44848
644,广州,厦门,567,79,44793
645,无锡,三亚,2126,21,44646
646,乌鲁木齐,伊宁,551,81,44631
647,西安,无锡,1310,34,44540
648,上海,延吉,1930,23,44390
649,延吉,上海,1930,23,44390
650,海拉尔,上海,2774,16,44384
651,上海,海拉尔,2774,16,44384
652,呼和浩特,上海,1576,28,44128
653,上海,呼和浩特,1576,28,44128
654,上海,西昌,2100,21,44100
655,西昌,上海,2100,21,44100
656,伊宁,乌鲁木齐,551,80,44080
657,贵阳,三亚,1160,38,44080
658,昌都,天津,2074,21,43554
659,成都,石家庄,1357,32,43424
660,石家庄,三亚,2550,17,43350
661,温州,银川,2050,21,43050
662,银川,温州,2050,21,43050
663,贵阳,郑州,1302,33,42966
664,哈尔滨,太原,1714,25,42850
665,太原,哈尔滨,1714,25,42850
666,绵阳,北京,1527,28,42756
667,昆明,揭阳,1523,28,42644
668,烟台,北京,575,74,42550
669,深圳,温州,1009,42,42378
670,深圳,武汉,938,45,42210
671,成都,南昌,1240,34,42160
672,重庆,温州,1505,28,42140
673,深圳,襄阳(中国),1237,34,42058
674,西安,腾冲,2000,21,42000
675,桂林,长春,2619,16,41904
676,长沙,杭州,805,52,41860
677,杭州,长沙,805,52,41860
678,西宁,郑州,1196,35,41860
679,南昌,重庆,970,43,41710
680,郑州,贵阳,1302,32,41664
681,昆明,银川,1666,25,41650
682,广州,呼和浩特,2080,20,41600
683,呼和浩特,广州,2080,20,41600
684,福州,重庆,1598,26,41548
685,宁波,青岛,864,48,41472
686,青岛,宁波,864,48,41472
687,福州,上海,678,61,41358
688,大庆,上海,1950,21,40950
689,上海,大庆,1950,21,40950
690,石家庄,成都,1357,30,40710
691,大连,三亚,2903,14,40642
692,三亚,大连,2903,14,40642
693,西宁,深圳,2390,17,40630
694,合肥,厦门,900,45,40500
695,海口,合肥,1840,22,40480
696,成都,库尔勒,2698,15,40470
697,库尔勒,成都,2698,15,40470
698,北京,北海,2378,17,40426
699,沈阳,南昌,1922,21,40362
700,长春,长沙,2372,17,40324
701,长沙,长春,2372,17,40324
702,西安,合肥,960,42,40320
703,库尔勒,重庆,3098,13,40274
704,西安,青岛,1215,33,40095
705,青岛,三亚,2854,14,39956
706,三亚,青岛,2854,14,39956
707,贵阳,成都,531,75,39825
708,海口,昆明,1046,38,39748
709,昆明,海口,1046,38,39748
710,杭州,天津,1133,35,39655
711,南宁,成都,1014,39,39546
712,天津,大连,759,52,39468
713,济南,兰州,1573,25,39325
714,海口,呼和浩特,2808,14,39312
715,呼和浩特,海口,2808,14,39312
716,北京,无锡,1120,35,39200
717,南宁,沈阳,2780,14,38920
718,沈阳,南宁,2780,14,38920
719,西安,天津,993,39,38727
720,福州,桂林,1100,35,38500
721,桂林,福州,1100,35,38500
722,海口,厦门,1100,35,38500
723,厦门,海口,1100,35,38500
724,重庆,无锡,1375,28,38500
725,无锡,重庆,1375,28,38500
726,南宁,武汉,1099,35,38465
727,武汉,南宁,1099,35,38465
728,喀什,深圳,5471,7,38297
729,深圳,喀什,5471,7,38297
730,厦门,兰州,2244,17,38148
731,桂林,南京,1192,32,38144
732,南京,桂林,1192,32,38144
733,成都,张掖,9492,4,37968
734,北京,烟台,575,66,37950
735,无锡,银川,1897,20,37940
736,兰州,郑州,1024,37,37888
737,杭州,西昌,2367,16,37872
738,西昌,杭州,2367,16,37872
739,西安,格尔木,1352,28,37856
740,三亚,温州,1802,21,37842
741,温州,三亚,1802,21,37842
742,成都,太原,1173,32,37536
743,福州,哈尔滨,2487,15,37305
744,深圳,石家庄,1773,21,37233
745,石家庄,深圳,1773,21,37233
746,重庆,库尔勒,3098,12,37176
747,西宁,厦门,2653,14,37142
748,厦门,西宁,2653,14,37142
749,深圳,南通,1478,25,36950
750,鄂尔多斯,西安,695,53,36835
751,成都,长春,2630,14,36820
752,昆明,丽江,360,102,36720
753,无锡,西安,1310,28,36680
754,贵阳,天津,2030,18,36540
755,天津,贵阳,2030,18,36540
756,长沙,大连,1819,20,36380
757,大连,长沙,1819,20,36380
758,丽江,昆明,360,101,36360
759,北京,沈阳,649,56,36344
760,沈阳,北京,649,56,36344
761,成都,无锡,1730,21,36330
762,无锡,成都,1730,21,36330
763,贵阳,乌鲁木齐,2789,13,36257
764,天津,杭州,1133,32,36256
765,成都,义乌,1722,21,36162
766,桂林,昆明,859,42,36078
767,昆明,桂林,859,42,36078
768,大连,济南,670,53,35510
769,济南,大连,670,53,35510
770,西安,鄂尔多斯,695,51,35445
771,桂林,西安,1101,32,35232
772,长沙,西宁,1676,21,35196
773,西宁,长沙,1676,21,35196
774,武汉,大连,1460,24,35040
775,喀什,上海,4960,7,34720
776,上海,喀什,4960,7,34720
777,武汉,深圳,938,37,34706
778,沈阳,北海,3147,11,34617
779,乌鲁木齐,张掖,8639,4,34556
780,海口,福州,1234,28,34552
781,武汉,丽江,1645,21,34545
782,成都,贵阳,531,65,34515
